InjuryID,Season,Week,PlayerID,Position,Number,Team,Opponent,BodyPart,Status,Practice,PracticeDescription,Updated
27607,2014,1,13761,CB,24,BUF,CHI,Groin,Questionable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27608,2014,1,15997,LB,58,BUF,CHI,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27609,2014,1,14869,SS,36,BUF,CHI,Neck,Doubtful,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27610,2014,1,12777,TE,85,BUF,CHI,Toe,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27735,2014,1,3753,OLB,56,BUF,CHI,Groin,,,,11/5/2014 10:01:20 AM
27736,2014,1,12747,SS,23,BUF,CHI,Concussion,,,,11/5/2014 10:01:20 AM
27680,2014,1,12285,FB,26,BUF,CHI,Hamstring,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27681,2014,1,10985,ILB,51,BUF,CHI,Knee,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26611,2014,1,14330,DE,90,CAR,TB,Suspension,Out,,,11/5/2014 10:01:20 AM
26612,2014,1,734,SS,41,CAR,TB,Toe,Probable,,,11/5/2014 10:01:20 AM
26613,2014,1,13320,QB,1,CAR,TB,Ribs,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26614,2014,1,9151,FB,43,CHI,BUF,Hamstring,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26615,2014,1,16432,CB,23,CHI,BUF,Ankle,Questionable,,,11/5/2014 10:01:20 AM
26616,2014,1,8515,SS,21,CHI,BUF,Head,Probable,,,11/5/2014 10:01:20 AM
26617,2014,1,15118,WR,10,CHI,BUF,Shoulder,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27702,2014,1,13662,C,64,CHI,BUF,Knee,Probable,,,11/5/2014 10:01:20 AM
27737,2014,1,13158,RB,20,CHI,BUF,Neck,,,,11/5/2014 10:01:20 AM
27738,2014,1,14187,WR,17,CHI,BUF,Hamstring,,,,11/5/2014 10:01:20 AM
27611,2014,1,13188,FS,47,CHI,BUF,Concussion,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27612,2014,1,16430,QB,12,CHI,BUF,Right shoulder,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27613,2014,1,13860,OLB,55,CIN,BAL,Hamstring,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27614,2014,1,11737,RB,30,CIN,BAL,Hip,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27703,2014,1,2559,G,67,CIN,BAL,Knee,Probable,,,11/5/2014 10:01:20 AM
27704,2014,1,8459,RT,71,CIN,BAL,Concussion,Probable,,,11/5/2014 10:01:20 AM
26618,2014,1,14721,CB,37,CIN,BAL,Suspension,Out,,,11/5/2014 10:01:20 AM
26619,2014,1,16116,QB,5,CIN,BAL,Shoulder,,,,11/5/2014 10:01:20 AM
26620,2014,1,14917,RB,33,CIN,BAL,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26621,2014,1,16107,CB,21,CIN,BAL,Hip,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26622,2014,1,14918,TE,85,CIN,BAL,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26623,2014,1,13870,WR,82,CIN,BAL,Foot,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26624,2014,1,14924,OLB,56,CIN,BAL,Hamstring,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
26625,2014,1,16122,WR,86,CIN,BAL,Concussion,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
26626,2014,1,10961,WR,15,CLE,PIT,Suspension,Out,,,11/5/2014 10:01:20 AM
26627,2014,1,15343,SS,50,CLE,PIT,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
26628,2014,1,14587,WR,12,CLE,PIT,Suspension,Out,,,11/5/2014 10:01:20 AM
26629,2014,1,15863,ILB,52,CLE,PIT,Concussion,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26630,2014,1,12881,CB,22,CLE,PIT,Thumb,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26631,2014,1,13911,DE,90,CLE,PIT,Hamstring,Questionable,,,11/5/2014 10:01:20 AM
27705,2014,1,13372,LS,57,CLE,PIT,Shoulder,Probable,,,11/5/2014 10:01:20 AM
27682,2014,1,8405,FS,30,CLE,PIT,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27739,2014,1,13557,RB,44,CLE,PIT,Knee,,,,11/5/2014 10:01:20 AM
27615,2014,1,9827,DE,92,CLE,PIT,Wrist,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27616,2014,1,16128,CB,26,CLE,PIT,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27617,2014,1,11043,CB,23,CLE,PIT,Foot,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27618,2014,1,13896,DE,93,CLE,PIT,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27619,2014,1,3867,QB,9,DAL,SF,Back,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27740,2014,1,4992,OLB,52,DAL,SF,Groin,,,,11/5/2014 10:01:20 AM
27741,2014,1,12387,FS,37,DAL,SF,Groin,,,,11/5/2014 10:01:20 AM
27594,2014,1,4080,DE,93,DAL,SF,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27595,2014,1,16384,DT,74,DAL,SF,Knee,Out,,,11/5/2014 10:01:20 AM
27683,2014,1,15088,WR,83,DAL,SF,Back,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27706,2014,1,16369,G,70,DAL,SF,Foot,Questionable,,,11/5/2014 10:01:20 AM
26632,2014,1,14144,CB,24,DAL,SF,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
26633,2014,1,15082,TE,89,DAL,SF,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
26634,2014,1,15573,FS,23,DAL,SF,Suspension,Out,,,11/5/2014 10:01:20 AM
26635,2014,1,13117,WR,17,DAL,SF,Hip,Questionable,,,11/5/2014 10:01:20 AM
26636,2014,1,16366,DE,90,DAL,SF,Foot,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26637,2014,1,13319,DT,97,DAL,SF,Ankle,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26638,2014,1,11357,DT,69,DAL,SF,Groin,Questionable,,,11/5/2014 10:01:20 AM
26639,2014,1,15085,RB,21,DAL,SF,Oblique,Questionable,,,11/5/2014 10:01:20 AM
26640,2014,1,12293,DE,99,DAL,SF,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26641,2014,1,6687,CB,32,DAL,SF,Suspension,Out,,,11/5/2014 10:01:20 AM
26642,2014,1,549,K,5,DEN,IND,Suspension,Out,,,11/5/2014 10:01:20 AM
26643,2014,1,14057,OLB,59,DEN,IND,Lower leg,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26644,2014,1,4631,WR,83,DEN,IND,Suspension,Out,,,11/5/2014 10:01:20 AM
27707,2014,1,8820,G,65,DEN,IND,Back,Probable,,,11/5/2014 10:01:20 AM
27684,2014,1,14048,DE,97,DEN,IND,Not injury related,Probable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27753,2014,1,8675,SS,30,DEN,IND,Shoulder,,,,11/5/2014 10:01:20 AM
27620,2014,1,15666,LG,63,DEN,IND,Ankle,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27621,2014,1,8650,NT,98,DEN,IND,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27622,2014,1,11063,WR,10,DEN,IND,Thigh,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27623,2014,1,15041,CB,36,DEN,IND,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27685,2014,1,11154,SS,26,DET,NYG,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27686,2014,1,6310,SS,32,DET,NYG,Knee; neck,Doubtful,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27687,2014,1,16463,DT,97,DET,NYG,Shoulder,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26645,2014,1,6295,FB,34,DET,NYG,Head,Questionable,,,11/5/2014 10:01:20 AM
26646,2014,1,16467,OLB,95,DET,NYG,Abdomen,Doubtful,,,11/5/2014 10:01:20 AM
27757,2014,1,14201,CB,28,DET,NYG,Knee,,,,11/5/2014 10:01:20 AM
26647,2014,1,4276,TE,86,GB,SEA,Fibula,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26648,2014,1,9057,NT,90,GB,SEA,Arm,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26649,2014,1,16469,WR,84,GB,SEA,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26650,2014,1,804,NT,98,GB,SEA,Undisclosed,Probable,,,11/5/2014 10:01:20 AM
27596,2014,1,16477,CB,39,GB,SEA,Concussion,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27597,2014,1,9049,ILB,59,GB,SEA,Quadriceps,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27701,2014,1,15138,RB,27,GB,SEA,Concussion,,,,11/5/2014 10:01:20 AM
27708,2014,1,4019,OT,74,HOU,WAS,Ankle,Probable,,,11/5/2014 10:01:20 AM
27709,2014,1,12943,FS,31,HOU,WAS,Calf,Questionable,,,11/5/2014 10:01:20 AM
27710,2014,1,6213,C,55,HOU,WAS,Toe,Probable,,,11/5/2014 10:01:20 AM
27711,2014,1,16212,G,71,HOU,WAS,Back,Probable,,,11/5/2014 10:01:20 AM
27624,2014,1,15478,CB,34,HOU,WAS,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27625,2014,1,8571,ILB,56,HOU,WAS,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27626,2014,1,11101,TE,88,HOU,WAS,Back,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27627,2014,1,9965,DE,96,HOU,WAS,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27628,2014,1,13023,ILB,54,HOU,WAS,Quadriceps,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27629,2014,1,16210,FB,45,HOU,WAS,Hand,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27630,2014,1,15496,ILB,57,HOU,WAS,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26651,2014,1,16194,OLB,90,HOU,WAS,Knee,Probable,,,11/5/2014 10:01:20 AM
26652,2014,1,11792,RB,23,HOU,WAS,Hamstring,Probable,,,11/5/2014 10:01:20 AM
26653,2014,1,4490,CB,24,HOU,WAS,Foot,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26654,2014,1,6539,OLB,98,IND,DEN,Suspension,Out,,,11/5/2014 10:01:20 AM
27631,2014,1,10968,SS,38,IND,DEN,Shoulder,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27632,2014,1,5002,WR,87,IND,DEN,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27712,2014,1,558,OT,78,IND,DEN,Not injury related,Probable,,,11/5/2014 10:01:20 AM
27713,2014,1,16221,C,72,IND,DEN,Hand,Probable,,,11/5/2014 10:01:20 AM
27714,2014,1,15006,C,62,IND,DEN,Ankle,Questionable,,,11/5/2014 10:01:20 AM
27688,2014,1,6259,FS,30,IND,DEN,Not injury related,Probable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27689,2014,1,12424,OLB,93,IND,DEN,Abdomen,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27742,2014,1,14827,OLB,59,IND,DEN,Elbow,,,,11/5/2014 10:01:20 AM
27754,2014,1,11413,RB,21,JAX,PHI,Ankle,Questionable,,,11/5/2014 10:01:20 AM
27755,2014,1,3061,TE,89,JAX,PHI,Knee,Probable,,,11/5/2014 10:01:20 AM
27756,2014,1,4162,ILB,51,JAX,PHI,Knee,Questionable,,,11/5/2014 10:01:20 AM
27690,2014,1,4672,OLB,55,JAX,PHI,Not injury related,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27715,2014,1,14017,P,19,JAX,PHI,Right groin,Probable,,,11/5/2014 10:01:20 AM
27716,2014,1,11178,G,68,JAX,PHI,Calf,Probable,,,11/5/2014 10:01:20 AM
27717,2014,1,16246,C,70,JAX,PHI,Quadriceps,Probable,,,11/5/2014 10:01:20 AM
27718,2014,1,16268,OT,72,JAX,PHI,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
27633,2014,1,16255,RB,34,JAX,PHI,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26655,2014,1,14812,TE,85,JAX,PHI,Groin,Questionable,,,11/5/2014 10:01:20 AM
26656,2014,1,12816,WR,17,JAX,PHI,Ankle,Questionable,,,11/5/2014 10:01:20 AM
26657,2014,1,14582,SS,22,JAX,PHI,Ankle,Questionable,,,11/5/2014 10:01:20 AM
26658,2014,1,11317,TE,86,JAX,PHI,Calf,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26659,2014,1,9555,DT,99,JAX,PHI,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26660,2014,1,16263,WR,15,JAX,PHI,Hamstring,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26661,2014,1,6902,K,10,JAX,PHI,Right quadriceps,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26662,2014,1,11544,TE,48,JAX,PHI,Quadriceps,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26663,2014,1,14019,WR,14,JAX,PHI,Suspension,Out,,,11/5/2014 10:01:20 AM
26664,2014,1,16249,CB,41,JAX,PHI,Undisclosed,Out,,,11/5/2014 10:01:20 AM
26665,2014,1,15019,WR,18,JAX,PHI,Suspension,Out,,,11/5/2014 10:01:20 AM
26666,2014,1,7203,WR,82,KC,TEN,Suspension,Out,,,11/5/2014 10:01:20 AM
26667,2014,1,11205,SS,29,KC,TEN,Heel,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26668,2014,1,7969,RB,25,KC,TEN,Foot,Probable,,,11/5/2014 10:01:20 AM
26669,2014,1,14836,WR,88,KC,TEN,Hip,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26670,2014,1,12177,ILB,53,KC,TEN,Wrist,Doubtful,,,11/5/2014 10:01:20 AM
26671,2014,1,9890,DE,99,KC,TEN,Hand,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27634,2014,1,5748,DE,70,KC,TEN,Hand,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27635,2014,1,2406,OLB,91,KC,TEN,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27636,2014,1,14502,WR,15,KC,TEN,Concussion,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27637,2014,1,15301,OLB,95,KC,TEN,Hip,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27719,2014,1,15049,C,64,KC,TEN,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
27720,2014,1,13418,FB,42,KC,TEN,Back,Probable,,,11/5/2014 10:01:20 AM
27691,2014,1,15234,CB,31,KC,TEN,Ankle,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27692,2014,1,16305,RB,13,KC,TEN,Hamstring,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27693,2014,1,12195,OLB,51,KC,TEN,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27598,2014,1,15043,DE,77,KC,TEN,Undisclosed,Out,,,11/5/2014 10:01:20 AM
27743,2014,1,8231,ILB,56,KC,TEN,Achilles,,,,11/5/2014 10:01:20 AM
27744,2014,1,9793,ILB,59,MIA,NE,Hip,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27694,2014,1,16023,LB,58,MIA,NE,Hip,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27721,2014,1,16029,OT,77,MIA,NE,Foot,Doubtful,,,11/5/2014 10:01:20 AM
27638,2014,1,16005,CB,35,MIA,NE,Hand,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27639,2014,1,12751,TE,42,MIA,NE,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27640,2014,1,16010,DE,78,MIA,NE,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27641,2014,1,10960,OLB,55,MIA,NE,Shoulder,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27642,2014,1,8699,RB,28,MIA,NE,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27643,2014,1,14645,DE,79,MIA,NE,Illness,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27644,2014,1,14877,K,9,MIA,NE,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27645,2014,1,14878,CB,22,MIA,NE,Hip,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27646,2014,1,4959,OLB,52,MIA,NE,Thumb,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26672,2014,1,14875,DE,95,MIA,NE,Suspension,Out,,,11/5/2014 10:01:20 AM
26673,2014,1,12215,SS,20,MIA,NE,Suspension,Out,,,11/5/2014 10:01:20 AM
26674,2014,1,7857,WR,81,MIN,STL,Suspension,Out,,,11/5/2014 10:01:20 AM
26675,2014,1,15147,OLB,50,MIN,STL,Knee,Questionable,,,11/5/2014 10:01:20 AM
26676,2014,1,11302,NT,98,MIN,STL,Calf,Questionable,,,11/5/2014 10:01:20 AM
26677,2014,1,15555,FB,48,MIN,STL,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26678,2014,1,16511,CB,39,MIN,STL,Undisclosed,Questionable,,,11/5/2014 10:01:20 AM
27647,2014,1,15149,ILB,56,MIN,STL,Foot,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27648,2014,1,15350,WR,83,MIN,STL,Neck,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27649,2014,1,16516,OLB,58,MIN,STL,,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27722,2014,1,11414,DE,97,MIN,STL,Illness,Questionable,,,11/5/2014 10:01:20 AM
27745,2014,1,15151,CB,29,MIN,STL,Groin,,,,11/5/2014 10:01:20 AM
27695,2014,1,4314,QB,12,NE,MIA,Calf,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27650,2014,1,14884,DE,99,NE,MIA,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27651,2014,1,13451,DT,96,NE,MIA,Hand,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26679,2014,1,10974,TE,87,NE,MIA,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26680,2014,1,14991,DT,94,NE,MIA,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26681,2014,1,15196,WR,84,NO,ATL,Quadriceps,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27652,2014,1,16566,SS,36,NO,ATL,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27653,2014,1,12392,FB,41,NO,ATL,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27696,2014,1,7174,ILB,52,NYG,DET,Foot,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
27732,2014,1,11482,OT,71,NYG,DET,Shoulder,Probable,,,11/5/2014 10:01:20 AM
27733,2014,1,14238,G,75,NYG,DET,Back,Probable,,,11/5/2014 10:01:20 AM
26682,2014,1,13135,CB,20,NYG,DET,Groin,Questionable,,,11/5/2014 10:01:20 AM
26683,2014,1,16389,WR,13,NYG,DET,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26684,2014,1,14233,CB,28,NYG,DET,Suspension,Out,,,11/5/2014 10:01:20 AM
26685,2014,1,14235,DT,78,NYG,DET,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26686,2014,1,15095,SS,30,NYG,DET,Toe,Questionable,,,11/5/2014 10:01:20 AM
27758,2014,1,16397,OLB,59,NYG,DET,Hamstring,,,,11/5/2014 10:01:20 AM
27759,2014,1,12247,DE,90,NYG,DET,Undisclosed,,,,11/5/2014 10:01:20 AM
26687,2014,1,14737,FS,39,NYJ,OAK,Concussion,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26688,2014,1,12787,ILB,54,NYJ,OAK,Calf,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26689,2014,1,14893,CB,27,NYJ,OAK,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27654,2014,1,14647,FS,32,NYJ,OAK,Quadriceps,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27655,2014,1,16062,OLB,51,NYJ,OAK,Foot,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27656,2014,1,13050,TE,86,OAK,NYJ,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27657,2014,1,3253,K,11,OAK,NYJ,Right quadriceps,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27658,2014,1,13063,CB,22,OAK,NYJ,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27723,2014,1,15073,OT,71,OAK,NYJ,Hip,Probable,,,11/5/2014 10:01:20 AM
27724,2014,1,711,DE,57,OAK,NYJ,Not injury related,Probable,,,11/5/2014 10:01:20 AM
26690,2014,1,7350,CB,23,OAK,NYJ,Head,Questionable,,,11/5/2014 10:01:20 AM
26691,2014,1,13053,CB,35,OAK,NYJ,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26692,2014,1,15070,OLB,55,OAK,NYJ,Neck,Questionable,,,11/5/2014 10:01:20 AM
26693,2014,1,4603,ILB,53,OAK,NYJ,Concussion,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
26694,2014,1,4633,QB,8,OAK,NYJ,Right elbow,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26695,2014,1,13718,CB,22,PHI,JAX,Hamstring,Questionable,,,11/5/2014 10:01:20 AM
26696,2014,1,15971,WR,11,PHI,JAX,Shoulder,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
26697,2014,1,11932,RB,25,PHI,JAX,Thumb,Probable,,,11/5/2014 10:01:20 AM
26698,2014,1,13735,RB,32,PHI,JAX,Hamstring,Questionable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
26699,2014,1,10195,CB,26,PHI,JAX,Hamstring,Questionable,,,11/5/2014 10:01:20 AM
27599,2014,1,14853,RB,39,PHI,JAX,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
27659,2014,1,7236,WR,16,PHI,JAX,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27660,2014,1,15981,CB,37,PHI,JAX,Hamstring,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27605,2014,1,11313,WR,14,PHI,JAX,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27661,2014,1,16146,WR,10,PIT,CLE,Shoulder,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
27662,2014,1,12196,CB,25,PIT,CLE,Groin,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27663,2014,1,6768,WR,16,PIT,CLE,Groin,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
27664,2014,1,6293,TE,89,PIT,CLE,Hamstring,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
27746,2014,1,16144,RB,13,PIT,CLE,Knee; ankle,,,,11/5/2014 10:01:20 AM
27725,2014,1,5267,C,72,PIT,CLE,Finger,Questionable,,,11/5/2014 10:01:20 AM
