PlayerID,Season,GameDate,Week,Team,Opponent,HomeOrAway,Number,Name,Position,PositionCategory,Activated,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnYardsPerAttempt,PuntReturnTouchdowns,PuntReturnLong,KickReturns,KickReturnYards,KickReturnYardsPerAttempt,KickReturnTouchdowns,KickReturnLong,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,Interceptions,InterceptionReturnYards,InterceptionReturnTouchdowns,BlockedKicks,SpecialTeamsSoloTackles,SpecialTeamsAssistedTackles,MiscSoloTackles,MiscAssistedTackles,Punts,PuntYards,PuntAverage,FieldGoalsAttempted,FieldGoalsMade,FieldGoalsLongestMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,ReceptionPercentage,ReceivingYardsPerTarget,Tackles,OffensiveTouchdowns,DefensiveTouchdowns,SpecialTeamsTouchdowns,Touchdowns,FantasyPosition,FieldGoalPercentage,PlayerGameID,FumblesOwnRecoveries,FumblesOutOfBounds,KickReturnFairCatches,PuntReturnFairCatches,PuntTouchbacks,PuntInside20,PuntNetAverage,ExtraPointsAttempted,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,Safeties,FieldGoalsHadBlocked,PuntsHadBlocked,ExtraPointsHadBlocked,PuntLong,BlockedKickReturnYards,FieldGoalReturnYards,PuntNetYards,SpecialTeamsFumblesForced,SpecialTeamsFumblesRecovered,MiscFumblesForced,MiscFumblesRecovered,ShortName,PlayingSurface,IsGameOver,SafetiesAllowed,Stadium,Temperature,Humidity,WindSpeed,FanDuelSalary,FantasyDataSalary,OffensiveSnapsPlayed,DefensiveSnapsPlayed,SpecialTeamsSnapsPlayed,OffensiveTeamSnaps,DefensiveTeamSnaps,SpecialTeamsTeamSnaps
12109,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,19,Ted Ginn,WR,OFF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,29,14.5,0,25,0,0,0,0,0,0,0,3,49,16.3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,66.7,9.7,0,0,0,0,0,WR,0,11048722,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T.Ginn,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,4600,4600,17,0,10,70,61,18
12262,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,20,Jonathan Dwyer,RB,OFF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,7,20,2.9,0,7,3,2,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,66.7,2.7,0,0,0,0,0,RB,0,11048701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.Dwyer,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,4900,4900,24,0,5,70,61,18
13415,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,21,Patrick Peterson,CB,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DB,0,11048753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.Peterson,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,61,5,70,61,18
15516,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,22,Tony Jefferson,S,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,8,0,0,0,0,DB,0,11048713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T.Jefferson,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,56,17,70,61,18
9681,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,25,Jerraud Powers,CB,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,DB,0,11048716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.Powers,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,38,7,70,61,18
9783,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,26,Rashad Johnson,FS,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,5,0,0,0,0,DB,0,11048724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.Johnson,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,61,14,70,61,18
14469,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,28,Justin Bethel,CB,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DB,0,11048749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.Bethel,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,1,18,70,61,18
15230,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,30,Stepfan Taylor,RB,OFF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,5,3,3,21,7,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,100,7,0,1,0,0,1,RB,0,11048750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S.Taylor,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,4900,4900,6,0,4,70,61,18
11692,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,31,Antonio Cromartie,CB,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,3,0,0,0,0,DB,0,11048726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.Cromartie,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,59,9,70,61,18
15226,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,32,Tyrann Mathieu,S,DEF,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,0,11048772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T.Mathieu,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,0,0,70,61,18
16642,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,36,Deone Bucannon,SS,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,DB,0,11048708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D.Bucannon,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,37,7,70,61,18
15224,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,38,Andre Ellington,RB,OFF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,13,53,4.1,0,18,5,5,27,5.4,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,5.4,0,0,0,0,0,RB,0,11048698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.Ellington,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,6700,6700,36,0,0,70,61,18
14752,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,39,Robert Hughes,RB,OFF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,100,7,0,0,0,0,0,RB,0,11048744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.Hughes,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,4500,4500,7,0,16,70,61,18
40,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,50,Larry Foote,ILB,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,LB,0,11048710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L.Foote,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,61,6,70,61,18
15227,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,51,Kevin Minter,LB,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,LB,0,11048735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K.Minter,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,24,3,70,61,18
13317,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,53,Thomas Keiser,DE,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,DL,0,11048737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T.Keiser,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,14,6,70,61,18
15512,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,54,Kenny Demens,LB,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,0,11048763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K.Demens,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,0,11,70,61,18
8174,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,55,John Abraham,OLB,DEF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,0,11048759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.Abraham,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,36,2,70,61,18
16643,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,56,Glenn Carson,LB,DEF,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,0,11048773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G.Carson,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,0,0,70,61,18
15228,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,57,Alex Okafor,LB,DEF,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,0,11048774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.Okafor,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,0,0,70,61,18
15223,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,61,Jonathan Cooper,G,OFF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,0,11048764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.Cooper,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,1,0,0,70,61,18
12298,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,62,Ted Larsen,LG,OFF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,0,11048747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T.Larsen,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,70,0,2,70,61,18
4182,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,63,Lyle Sendlein,C,OFF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,0,11048755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L.Sendlein,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,70,0,0,70,61,18
14623,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,66,Alameda Ta'amu,NT,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,0,11048765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A.Ta'amu,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,7,1,70,61,18
11241,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,68,Jared Veldheer,LT,OFF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,0,11048754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J.Veldheer,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,70,0,2,70,61,18
14483,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,70,Bobby Massie,RT,OFF,Y,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,0,11048720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Massie,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,70,0,2,70,61,18
16655,2014,9/8/2014 10:20:00 PM,1,ARI,SD,HOME,72,Ed Stinson,DT,DEF,Y,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,DL,0,11048736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E.Stinson,Dome,TRUE,0,University of Phoenix Stadium,70,50,0,,,0,16,6,70,61,18
